Name,LinkedIn
Terranova Defense Solutions,https://www.linkedin.com/company/terranova-defense/
TESAT,https://www.linkedin.com/company/tesat/
Tescan,https://www.linkedin.com/company/tescan-group/
Thales Alenia Space,https://www.linkedin.com/company/thales-alenia-space/
The Aerospace Corporation,https://www.linkedin.com/company/the-aerospace-corporation
The Futurum Group,https://www.linkedin.com/company/futurum-group-hq
The Hertz Foundation,https://www.linkedin.com/company/the-fannie-&-john-hertz-foundation
The Interpublic Group of Companies (IPG),https://www.linkedin.com/company/ipg/
The LightBridge Group,https://www.linkedin.com/company/lightbridgegroup/
The Metaverse Institute,https://www.linkedin.com/company/metaverse-institute
The Phoenix Company of Chicago,https://www.linkedin.com/company/phoenix-company-of-chicago/
The Quantum Insider,https://www.linkedin.com/company/the-quantum-insider/
Thermo Fisher Scientific,https://www.linkedin.com/company/thermo-fisher-scientific/
ThinkMade Engineering & Consulting,https://www.linkedin.com/company/ivam-microtechnology-network/
ThinkQuantum,https://www.linkedin.com/company/thinkquantum
Thor Labs,https://www.linkedin.com/company/thorlabs
Times Microwave Systems,https://www.linkedin.com/company/times-microwave-systems
Tinubu,https://www.linkedin.com/company/tinubu
Tiny Telescope,https://www.linkedin.com/company/tiny-telescope/
TMD Technologies Ltd (part of CPI Electron Device Business)?,https://www.linkedin.com/company/cpi-edb/
TNO,https://www.linkedin.com/company/tno/
Tokyo Electron,https://www.linkedin.com/company/tokyo-electron
Tokyo Ohka Kogyo,https://www.linkedin.com/company/tok-america/
Tongyu Heavy Industry Co. Ltd.,https://www.linkedin.com/company/tongyu/
TopGaN,https://www.linkedin.com/company/topgan/
Topsil,https://www.linkedin.com/company/topsil
Toptica Photonics,https://www.linkedin.com/company/toptica-photonics
Toridion,https://www.linkedin.com/company/toridion/
Toshiba,https://www.linkedin.com/company/toshiba-corporation
TotalEnergies,https://www.linkedin.com/company/totalenergies/
Tradeteq,https://www.linkedin.com/company/tradeteq
"Transene Company, Inc.",https://www.linkedin.com/company/transenecompanyinc/
Transilvania Quantum,https://www.linkedin.com/company/transilvania-quantum/
TreQ,https://www.linkedin.com/company/treq-tech
Trezor,https://www.linkedin.com/company/trezor/
Triad National Security,https://www.linkedin.com/company/triad-national-security-llc
Trifork,https://www.linkedin.com/company/trifork/
TrueNorth Quantum,https://www.linkedin.com/company/truenorth-quantum-inc
TRUMPF,https://www.linkedin.com/company/trumpf-se-co-kg/
TTI,https://www.linkedin.com/company/celestia-tti/
Tundra Systems,https://www.linkedin.com/company/tundrasystems-global/
TuringQ,https://www.linkedin.com/company/turingq/
Tuta,https://www.linkedin.com/company/tutanota
Twin Photonics,https://www.linkedin.com/company/twin-photonics/
Type One Systems,https://www.linkedin.com/company/type-one-systems
Typeone Quantum,https://www.linkedin.com/company/typeone-quantum
Tyto PR,https://www.linkedin.com/company/tytopublicrelations
UbiQD,https://www.linkedin.com/company/ubiqd
ULVAC Technologies,https://www.linkedin.com/company/ulvac-technologies
UniQuest,https://www.linkedin.com/company/uniquest
Unitary Zero Space,https://www.linkedin.com/company/uzs
United Semiconductors,https://www.linkedin.com/company/united-semiconductors/
Universal Quantum,https://www.linkedin.com/company/universal-quantum
Universal Quantum Devices,https://www.linkedin.com/company/universal-quantum-devices-inc-
Universities Space Research Association,https://www.linkedin.com/company/usra/
Unseenlabs,https://www.linkedin.com/company/unseenlabs
US Conec,https://www.linkedin.com/company/us-conec-ltd./
Utimaco,https://www.linkedin.com/company/utimaco/
Vacua,https://www.linkedin.com/company/vacua
"VALUENEX, Inc.",https://www.linkedin.com/company/valuenex-inc.
Vanguard Automation,https://www.linkedin.com/company/vanguard-automation/
Vapor Cell Technologies,https://www.linkedin.com/company/vapor-cell-technologies
Vector Atomic [acquired by IonQ],https://www.linkedin.com/company/vectoratomic
Vector Photonics,https://www.linkedin.com/company/vector-photonics/
Veeco,https://www.linkedin.com/company/veeco-instruments/
Venari Security,https://www.linkedin.com/company/venari-security
Venture One,https://www.linkedin.com/company/ventureoneuae/
Veridify Security,https://www.linkedin.com/company/veridify/
VeriQloud,https://www.linkedin.com/company/veriqloud
Vernewell Group,https://www.linkedin.com/company/vernewell
Vescent,https://www.linkedin.com/company/vescent-technologies-inc/
Vestel,https://www.linkedin.com/company/vestelinternational/
Vexlum,https://www.linkedin.com/company/vexlum
VIAVI Solutions,https://www.linkedin.com/company/viavi-solutions/
Vibrint,https://www.linkedin.com/company/vibrint
VIGO Photonics,https://www.linkedin.com/company/vigo-photonics
VIQTHOR,https://www.linkedin.com/company/viqthor
Virality GmbH,https://www.linkedin.com/company/virality-gmbh
Virgin Orbit,https://www.linkedin.com/company/virgin-orbit/
Vistec,https://www.linkedin.com/company/vistec-electron-beam-gmbh
VitreaLab,https://www.linkedin.com/company/vitrealab-gmbh/
Vitritech,https://www.linkedin.com/company/vitritech/
VLC Photonics,https://www.linkedin.com/company/vlcphotonics/
VPIphotonics,https://www.linkedin.com/company/vpiphotonics
VTT Technical Research Centre Of Finland,https://www.linkedin.com/company/vtt
Wainvam-E (now Kwan-Tek),https://www.linkedin.com/company/kwan-tek/
Wasatch Photonics,https://www.linkedin.com/company/wasatch-photonics/
Wave Photonics,https://www.linkedin.com/company/wave-photonics/
Wavelength Electronics,https://www.linkedin.com/company/wavelength-electronics-inc-/
Wedge Networks Inc.,https://www.linkedin.com/company/wedge-networks-inc-/
Welinq,https://www.linkedin.com/company/welinqquantum
Wipro,https://www.linkedin.com/company/wipro/
"Wireless Telecom Group (Boonton, Holzworth, Noisecom)",https://www.linkedin.com/company/wireless-telecom-group/
WISeKey,https://www.linkedin.com/company/wisekey-sa
Womanium,https://www.linkedin.com/company/womanium/
World View,https://www.linkedin.com/company/world-view-enterprises/
Wultra,https://www.linkedin.com/company/wultra/
X-Celeprint,https://www.linkedin.com/company/x-celeprint
Xairos,https://www.linkedin.com/company/xairos
Xanadu,https://www.linkedin.com/company/xanaduai
Xatoms,https://www.linkedin.com/company/xatoms
XeedQ,https://www.linkedin.com/company/xeedq
Xiamen Hithium Energy Storage Technology Co Ltd,https://www.linkedin.com/company/hithium/
Xiphera,https://www.linkedin.com/company/xiphera
XMA Corporation,https://www.linkedin.com/company/xma-corporation-amphenol/
XPRIZE Foundation,https://www.linkedin.com/company/x-prize-foundation/
XSOC CORP,https://www.linkedin.com/company/xsoc-corp
Xtalpi,https://www.linkedin.com/company/xtalpi
yiyaniQ,https://www.linkedin.com/company/yiyaniq/
"Young Basile Hanlon & MacFarlane, P.C.",https://www.linkedin.com/company/young-basile
YQuantum,https://www.linkedin.com/company/yquantum-llc
Zaiku Group,https://www.linkedin.com/company/zaikugroup/
Zapata Quantum,https://www.linkedin.com/company/zapata-quantum/
ZARM,https://www.linkedin.com/company/zarm1/
ZebraKet,https://www.linkedin.com/company/zebraket/
Zero Point Cryogenics,https://www.linkedin.com/company/zero-point-cryogenics/
Zero Point Motion,https://www.linkedin.com/company/zero-point-motion/
Zolo Technologies,https://www.linkedin.com/company/zolo-technologies/
ZTE,https://www.linkedin.com/company/zte
Zurich Instruments,https://www.linkedin.com/company/zurich-instruments-ag
ZuriQ,https://www.linkedin.com/company/zuriq/
Zyvex Labs,https://www.linkedin.com/company/zyvex-labs
Scope Technologies Corp,https://www.linkedin.com/company/scope-technologies-corp/
Raydian,https://www.linkedin.com/company/raydiancloud/
FirstQFM,https://www.linkedin.com/company/firstqfm-ab
NeverLocal,https://www.linkedin.com/company/neverlocal/
ICTK,https://www.linkedin.com/company/ictk-puf/
POET Technologies,https://www.linkedin.com/company/poet-technologies/
Amber Enterprises,https://www.linkedin.com/company/ambergroupindia/
